0.5,26.1,329,6.58
0.543,26.1,306,6.12
0.6,26.1,296,5.92
1.062,26.1,158,3.16
0.431,35.3,375,7.5
0.475,35.3,342,6.84
0.5,35.3,326,6.52
0.503,35.3,325,6.5
0.507,35.3,322,6.44
0.55,35.3,299,5.98
0.995,35.3,167,3.34
0.4,40.6,399,7.98
0.451,40.6,356,7.12
0.5,40.6,324,6.48
0.504,40.6,319,6.38
0.6,40.6,288,5.76
0.829,40.6,199,3.98
0.965,40.6,171,3.42
0.485,52.1,327,6.54
0.497,52.1,322,6.44
0.5,52.1,320,6.4
0.504,52.1,313,6.26
0.512,52.1,308,6.16
